lat,lon,time,SIS,SID
46.05000305175781,7.1500020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.200005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.3000030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.3499979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.4000020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.450005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.5500030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.5999979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.6500020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.700005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.8000030517578125,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.8499979972839355,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.9000020027160645,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,7.950005054473877,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.050003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.099998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.150001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.200004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.300003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.349998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.400001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.450004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.550003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.599998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.650001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.700004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.800003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.849998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.900001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,8.950004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.050003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.099998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.150001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.200004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.300003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.349998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.400001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.450004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.550003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.599998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.650001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.700004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.800003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.849998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.900001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,9.950004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.050003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.099998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.150001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.200004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.300003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.349998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.400001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.450004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.5,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.550003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.599998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.650001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.700004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.75,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.800003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.849998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.900001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,10.950004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.0,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.050003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.099998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.150001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.200004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.25,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.300003051757812,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.349998474121094,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.400001525878906,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.450004577636719,2021-05-07T00:30:00,0.0,0.0
46.05000305175781,11.5,2021-05-07T00:30:00,0.0,0.0
